,age,workclass,education,matrial,occupation,relationship,race,sex,work-per-week,country,salary
40962,65,1,15,0,6,3,4,0,40,40,1
40963,38,3,15,2,11,0,4,1,50,38,1
40964,41,3,11,2,11,0,4,1,50,38,1
40965,52,3,9,2,3,0,4,1,50,38,1
40966,29,3,15,2,0,0,2,1,50,38,1
40967,30,3,10,4,12,5,4,0,45,38,1
40968,28,0,15,2,12,0,4,1,40,38,1
40969,46,3,15,2,2,0,4,1,50,38,1
40970,46,3,9,2,3,0,4,1,60,38,1
40971,45,3,15,2,11,0,4,1,40,38,1
40972,29,3,9,4,11,5,4,1,50,38,1
40973,48,3,7,2,2,0,4,1,65,38,1
40974,41,3,12,2,9,3,4,0,45,38,1
40975,39,3,14,2,9,0,4,1,55,38,1
40976,28,4,8,2,11,0,4,1,70,38,1
40977,33,3,9,0,11,5,4,0,50,38,1
40978,45,1,15,2,10,0,4,1,38,38,1
40979,43,3,11,2,6,0,4,1,51,38,1
40980,39,3,13,2,9,3,4,0,60,38,1
40981,31,4,0,2,12,1,4,0,40,38,1
40982,43,3,15,2,2,0,4,1,45,38,1
40983,62,3,9,1,9,0,4,1,50,38,1
40984,46,3,15,2,0,3,4,0,40,38,1
40985,61,3,9,2,9,0,4,1,50,38,1
40986,28,3,14,2,9,0,4,1,55,38,1
40987,47,3,8,2,3,0,4,0,45,38,1
40988,38,3,9,2,2,0,4,1,45,38,1
40989,57,0,15,2,2,0,4,1,40,38,1
40990,57,3,11,2,11,0,2,1,40,37,1
40991,35,3,8,2,9,0,4,0,15,38,1
40992,47,3,11,2,13,0,4,1,55,38,1
40993,59,4,15,2,3,0,4,1,40,38,1
40994,50,3,11,2,13,0,4,1,40,38,1
40995,46,3,9,2,2,0,4,1,44,38,1
40996,49,5,15,2,5,0,4,1,40,38,1
40997,50,3,9,2,9,0,2,1,39,38,1
40998,31,2,11,1,10,3,4,0,45,38,1
40999,41,3,9,2,3,0,4,1,55,38,1
41000,40,3,14,2,9,0,4,1,40,38,1
41001,33,3,11,2,11,0,4,1,50,38,1
41002,45,6,9,2,3,0,4,1,40,38,1
41003,65,3,11,2,11,0,4,1,40,38,1
41004,59,3,15,0,2,0,4,1,44,38,1
41005,47,3,15,2,2,0,4,1,40,38,1
41006,47,3,10,2,10,0,4,1,45,38,1
41007,46,1,9,2,9,3,4,0,51,38,1
41008,37,4,9,2,2,0,3,1,50,37,1
41009,42,3,9,2,11,0,4,1,45,38,1
41010,29,4,15,2,10,0,0,1,54,38,1
41011,45,3,11,2,3,2,0,0,40,38,1
41012,50,3,9,2,3,0,4,1,40,38,1
41013,41,3,15,1,2,3,4,0,40,38,1
41014,47,3,10,2,3,0,2,1,40,23,1
41015,57,1,11,2,2,0,4,1,50,38,1
41016,36,1,9,2,9,0,4,1,50,38,1
41017,41,3,9,2,0,0,1,1,40,29,1
41018,43,3,9,3,10,4,4,0,50,38,1
41019,54,8,10,4,14,5,4,1,40,38,1
41020,35,3,12,4,9,5,4,1,45,38,1
41021,38,3,9,2,11,0,4,1,60,38,1
41022,34,3,9,2,9,0,4,1,40,27,1
41023,37,3,8,2,12,3,4,0,36,38,1
41024,37,1,11,2,9,0,4,1,35,38,1
41025,39,3,11,2,13,0,4,1,60,38,1
41026,48,1,9,1,3,5,2,0,60,38,1
41027,42,3,11,2,2,0,4,1,99,38,1
41028,46,3,9,2,3,0,4,1,50,38,1
41029,53,3,15,2,9,0,4,1,40,38,1
41030,60,3,11,2,13,0,4,1,60,38,1
41031,50,0,9,2,3,0,4,1,40,38,1
41032,37,3,11,2,5,0,4,1,45,38,1
41033,29,3,9,2,11,0,4,1,50,38,1
41034,33,3,11,2,2,0,4,1,50,38,1
41035,31,3,8,2,1,0,4,1,40,25,1
41036,56,4,13,2,9,0,1,1,40,18,1
41037,39,3,9,2,11,0,4,1,50,38,1
41038,29,1,15,2,10,0,4,1,40,38,1
41039,32,3,7,2,3,0,4,1,60,38,1
41040,58,3,9,2,9,0,4,1,43,38,1
41041,31,3,10,4,2,5,4,1,49,38,1
41042,45,3,8,2,2,0,4,1,37,38,1
41043,54,3,11,2,3,0,4,1,45,38,1
41044,34,3,15,2,11,0,4,1,40,38,1
41045,57,3,11,2,3,0,4,1,40,10,1
41046,42,3,9,2,11,0,4,1,50,38,1
41047,39,4,9,2,3,0,4,1,60,38,1
41048,47,4,7,3,3,3,4,0,45,38,1
41049,36,3,11,2,13,0,2,1,50,38,1
41050,25,3,14,2,10,0,4,1,40,38,1
41051,38,3,15,0,0,1,4,0,44,38,1
41052,38,3,11,2,4,0,4,1,65,38,1
41053,34,3,15,2,3,0,4,1,40,38,1
41054,56,2,10,2,12,0,4,1,40,9,1
41055,77,7,12,2,13,0,4,1,5,38,1
41056,45,3,6,2,6,1,4,0,40,38,1
41057,37,3,15,2,2,0,4,1,50,38,1
41058,62,4,5,2,3,0,4,1,60,38,1
41059,38,3,12,4,3,5,4,0,50,38,1
41060,31,3,15,2,1,0,4,1,50,38,1
41061,51,3,8,2,3,0,4,1,45,38,1
41062,24,4,7,2,0,3,4,0,32,38,1
41063,50,1,9,2,9,0,4,1,44,38,1
41064,56,3,15,2,3,0,4,1,40,38,1
41065,34,6,11,2,10,0,4,1,40,38,1
41066,50,3,8,2,11,0,4,1,40,38,1
41067,32,3,9,2,3,0,4,1,55,38,1
41068,55,2,14,2,8,0,4,1,40,30,1
41069,55,3,11,2,11,0,4,1,40,38,1
41070,56,3,12,5,4,5,4,1,60,38,1
41071,37,3,11,2,2,0,4,1,40,38,1
41072,37,6,8,2,13,0,4,1,54,38,1
41073,33,5,8,2,9,3,4,0,50,38,1
41074,34,2,9,2,10,0,4,1,52,38,1
41075,53,3,14,2,9,0,4,1,60,38,1
41076,38,3,9,2,2,0,1,1,40,29,1
41077,48,3,15,0,2,5,4,1,49,38,1
41078,37,4,13,2,9,0,4,1,40,3,1
41079,44,3,10,0,11,5,4,1,50,38,1
41080,32,3,10,2,0,3,4,0,35,38,1
41081,55,3,11,2,7,0,4,1,40,8,1
41082,44,3,9,2,12,0,4,1,40,38,1
41083,36,3,8,2,3,0,4,1,50,38,1
41084,32,3,11,2,9,2,1,0,40,2,1
41085,51,3,15,2,2,0,4,1,40,38,1
41086,45,3,12,2,3,0,4,1,50,38,1
41087,48,4,14,2,9,0,4,1,36,38,1
41088,42,3,9,2,3,0,4,1,40,38,1
41089,59,5,11,2,9,0,2,1,38,4,1
41090,36,3,9,2,12,0,4,1,41,38,1
41091,37,3,11,2,2,0,4,1,50,38,1
41092,34,3,10,2,9,0,4,1,55,38,1
41093,47,3,15,2,2,0,4,1,40,38,1
41094,27,3,9,2,9,0,4,1,40,38,1
41095,44,3,15,2,2,0,4,1,60,38,1
41096,55,3,15,2,2,0,4,1,40,38,1
41097,51,3,0,2,2,0,4,1,48,38,1
41098,45,3,9,0,11,5,4,1,60,38,1
41099,28,3,15,3,2,4,4,0,40,38,1
41100,44,3,9,2,2,0,4,1,40,38,1
41101,70,4,12,2,9,0,4,1,30,38,1
41102,28,3,11,2,6,0,4,1,50,38,1
41103,37,3,9,2,3,0,4,1,60,38,1
41104,35,3,8,2,0,0,4,0,40,38,1
41105,55,3,8,2,2,0,4,1,40,38,1
41106,29,3,11,2,5,0,4,1,40,38,1
41107,74,4,13,2,10,0,3,1,20,38,1
41108,32,3,9,2,11,0,4,1,60,38,1
41109,55,0,14,1,9,5,4,0,50,38,1
41110,36,3,9,2,3,0,4,1,50,38,1
41111,42,3,15,2,2,0,4,1,45,38,1
41112,66,3,10,2,11,0,4,1,11,38,1
41113,41,4,14,0,9,2,4,0,40,38,1
41114,49,6,9,2,9,0,4,1,40,38,1
41115,49,3,11,2,2,0,4,1,60,38,1
41116,50,3,11,2,9,0,4,1,40,38,1
41117,39,3,14,4,9,5,2,1,40,38,1
41118,49,2,12,2,3,0,4,1,50,38,1
41119,36,3,15,2,4,0,4,1,50,38,1
41120,30,3,9,2,7,0,4,1,60,38,1
41121,32,3,14,2,9,0,4,1,60,38,1
41122,54,5,9,2,3,0,4,1,40,31,1
41123,45,3,9,2,3,0,4,1,35,38,1
41124,43,3,11,2,5,0,4,1,42,38,1
41125,32,3,11,2,5,0,4,1,40,38,1
41126,43,1,11,2,7,2,2,0,38,22,1
41127,44,5,11,2,2,0,4,1,40,38,1
41128,42,3,3,2,5,1,2,0,40,38,1
41129,45,3,9,2,3,0,4,1,50,38,1
41130,32,3,9,2,11,0,4,1,50,38,1
41131,66,3,10,6,10,5,4,0,40,38,1
41132,41,3,9,2,9,0,4,1,40,38,1
41133,71,8,10,2,14,0,4,1,30,38,1
41134,40,3,13,2,4,0,4,1,99,38,1
41135,59,3,7,2,0,0,4,1,40,38,1
41136,39,3,7,2,3,0,4,1,50,38,1
41137,50,3,14,2,9,0,4,1,35,38,1
41138,37,3,9,2,11,0,4,1,50,38,1
41139,34,3,15,2,2,0,4,1,40,38,1
41140,49,6,11,2,9,0,4,1,46,38,1
41141,38,5,10,2,9,0,4,1,50,38,1
41142,46,3,11,2,11,0,4,1,65,38,1
41143,53,3,5,2,5,0,4,1,40,38,1
41144,33,0,14,2,9,0,4,1,40,38,1
41145,57,3,7,2,11,0,2,1,55,38,1
41146,33,3,7,0,11,5,4,1,50,38,1
41147,47,1,12,2,9,0,4,1,35,38,1
41148,51,3,11,2,9,0,4,1,40,38,1
41149,48,6,11,2,11,0,4,1,80,38,1
41150,46,5,9,2,11,0,4,1,40,38,1
41151,45,3,12,2,3,0,4,1,50,38,1
41152,32,3,11,2,3,0,4,1,60,38,1
41153,51,3,11,2,5,0,4,1,40,38,1
41154,45,3,11,2,0,3,4,0,40,38,1
41155,46,1,12,2,3,0,2,1,50,38,1
41156,55,5,14,2,9,0,4,1,40,38,1
41157,59,3,15,2,2,0,4,1,52,38,1
41158,45,0,11,2,3,0,4,1,40,8,1
41159,41,3,15,2,3,0,4,1,54,38,1
41160,58,3,9,2,11,0,4,1,38,38,1
41161,56,3,8,2,3,0,4,1,40,38,1
41162,32,3,9,4,11,5,4,0,65,38,1
41163,49,3,9,2,11,0,4,1,50,38,1
41164,49,0,8,2,2,0,4,1,40,38,1
41165,57,3,6,2,2,0,4,1,40,38,1
41166,46,3,12,2,3,0,4,1,55,38,1
41167,34,3,15,0,3,4,4,0,40,38,1
41168,25,3,9,2,7,0,4,1,45,38,1
41169,58,3,15,2,2,0,4,1,40,38,1
41170,37,5,11,2,10,0,4,1,50,38,1
41171,60,8,15,2,14,0,4,1,40,38,1
41172,50,3,9,0,3,5,4,0,50,38,1
41173,48,0,15,2,12,0,4,1,40,38,1
41174,49,2,8,0,9,2,4,0,40,38,1
41175,43,3,11,2,2,0,4,1,40,38,1
41176,42,3,9,2,3,0,4,1,40,38,1
41177,35,3,9,2,9,0,4,1,45,38,1
41178,58,0,15,2,12,0,3,1,40,38,1
41179,36,3,7,2,9,3,4,0,30,38,1
41180,51,5,10,4,3,5,4,0,40,38,1
41181,59,3,11,2,2,0,4,1,40,38,1
41182,34,5,11,2,2,0,4,1,40,38,1
41183,43,5,11,2,3,0,4,1,40,38,1
41184,47,3,14,2,3,0,4,1,60,38,1
41185,47,4,11,2,2,0,4,1,40,38,1
41186,56,3,7,2,2,0,2,1,40,38,1
41187,36,3,8,2,4,2,4,0,80,38,1
41188,39,3,9,2,9,0,3,1,60,19,1
41189,45,3,6,6,12,2,4,1,40,38,1
41190,41,1,9,2,0,0,4,1,45,38,1
41191,32,3,11,2,2,0,4,1,45,38,1
41192,63,6,10,2,12,0,4,1,25,38,1
41193,32,3,9,2,3,0,4,1,40,38,1
41194,38,3,15,2,2,0,4,1,40,38,1
41195,35,3,12,1,0,2,4,0,22,38,1
41196,43,5,11,2,0,2,4,0,19,38,1
41197,40,3,11,2,0,3,4,0,40,38,1
41198,74,4,12,2,10,0,3,1,20,38,1
41199,48,3,9,2,3,0,4,1,45,38,1
41200,70,4,14,2,3,0,4,1,40,38,1
41201,50,5,11,2,9,2,4,0,30,38,1
41202,44,3,12,2,9,0,4,1,55,38,1
41203,46,3,10,2,9,0,1,1,42,2,1
41204,35,3,7,3,0,0,4,0,40,38,1
41205,49,4,9,2,3,0,4,1,50,38,1
41206,32,3,11,2,11,0,4,1,50,38,1
41207,43,4,11,2,9,0,4,1,55,38,1
41208,27,1,9,2,5,0,4,1,63,38,1
41209,32,3,9,2,3,0,4,1,40,38,1
41210,35,3,5,2,6,0,4,1,40,39,1
41211,56,1,9,2,9,0,4,1,40,38,1
41212,38,3,11,2,3,0,4,1,60,38,1
41213,25,2,8,2,9,3,3,0,40,38,1
41214,41,3,9,2,9,0,4,1,55,38,1
41215,51,1,9,2,9,3,3,0,40,38,1
41216,44,3,1,2,11,0,4,1,40,38,1
41217,57,3,11,2,11,0,4,1,40,38,1
41218,55,5,9,2,3,0,4,1,40,38,1
41219,60,3,9,2,2,0,4,1,35,38,1
41220,55,3,11,2,2,0,4,1,40,38,1
41221,49,3,11,2,2,0,4,1,40,38,1
41222,57,5,10,2,11,0,4,1,40,38,1
41223,63,2,9,2,9,0,4,1,40,38,1
41224,47,3,11,2,11,0,4,1,40,38,1
41225,45,3,15,2,2,0,4,1,55,38,1
41226,35,3,14,2,9,0,4,1,80,38,1
41227,50,3,11,2,10,0,4,1,55,38,1
41228,56,3,11,2,4,0,4,1,53,38,1
41229,37,0,15,2,0,0,4,1,40,38,1
41230,46,1,12,2,9,3,4,0,45,38,1
41231,42,3,9,2,11,0,4,1,40,38,1
41232,32,3,8,2,3,3,4,0,40,38,1
41233,51,3,8,2,3,0,4,1,40,38,1
41234,73,3,15,2,1,1,4,0,35,38,1
41235,42,3,12,2,9,0,4,1,40,38,1
41236,47,1,9,3,9,4,4,0,50,38,1
41237,40,3,11,2,12,0,4,1,60,38,1
41238,26,3,9,2,2,0,4,1,59,38,1
41239,73,7,10,5,13,4,4,0,21,38,1
41240,43,3,12,2,9,0,4,1,55,38,1
41241,55,3,11,2,12,0,4,1,40,38,1
41242,45,3,9,2,2,0,4,1,55,38,1
41243,42,3,15,2,9,0,4,1,40,38,1
41244,54,3,11,2,2,0,2,1,40,38,1
41245,63,3,11,2,2,0,4,1,40,38,1
41246,28,1,9,2,9,3,4,0,23,38,1
41247,35,3,7,0,2,1,4,1,45,38,1
41248,37,3,11,2,11,0,4,1,40,38,1
41249,35,1,9,2,0,2,4,0,36,8,1
41250,36,3,11,2,2,0,4,1,64,38,1
41251,49,3,15,2,2,0,1,1,40,38,1
41252,39,3,9,2,3,0,4,1,50,38,1
41253,31,3,9,4,3,5,4,0,50,38,1
41254,49,3,15,2,10,0,3,1,70,38,1
41255,42,1,15,2,10,0,4,1,40,38,1
41256,47,3,9,2,0,0,4,1,40,38,1
41257,36,3,9,2,9,0,4,1,50,38,1
41258,43,3,12,2,9,0,4,1,50,38,1
41259,44,6,12,2,9,0,3,1,40,38,1
41260,59,3,15,2,11,0,4,1,40,38,1
41261,52,3,9,2,3,0,4,1,40,38,1
41262,37,1,8,2,3,0,4,1,40,38,1
41263,48,3,15,2,2,0,4,1,60,40,1
41264,38,3,8,2,4,3,4,0,40,30,1
41265,27,1,8,2,8,3,4,0,36,38,1
41266,24,5,10,2,1,0,4,1,40,38,1
41267,61,3,15,2,9,0,4,1,49,38,1
41268,56,1,9,2,9,0,4,1,40,38,1
41269,51,3,10,4,10,5,4,1,55,38,1
41270,36,3,9,2,11,0,4,1,45,38,1
41271,25,3,9,3,11,4,4,1,60,38,1
41272,55,3,14,2,2,0,4,1,60,38,1
41273,45,3,11,2,5,0,4,1,51,38,1
41274,60,3,11,2,6,0,4,1,40,38,1
41275,45,3,9,2,3,1,3,0,35,38,1
41276,41,3,15,2,2,0,4,1,55,38,1
41277,53,3,11,2,6,0,4,1,49,38,1
41278,45,0,9,0,9,2,4,0,50,38,1
41279,37,3,15,2,2,0,4,1,40,38,1
41280,28,3,9,2,3,0,4,1,45,38,1
41281,40,3,9,0,11,5,4,1,60,38,1
41282,71,5,9,2,7,0,4,1,24,38,1
41283,52,5,14,2,9,0,4,1,50,38,1
41284,51,3,10,2,9,0,4,1,65,38,1
41285,42,3,11,2,2,0,4,1,99,38,1
41286,77,3,11,2,3,0,4,1,28,38,1
41287,34,3,10,2,13,0,4,1,80,38,1
41288,54,5,10,2,8,0,4,1,47,6,1
41289,36,3,11,2,3,0,4,1,50,38,1
41290,49,3,13,4,9,5,4,0,55,38,1
41291,33,3,11,2,12,0,4,1,80,38,1
41292,42,3,9,4,11,5,4,1,50,38,1
41293,41,3,10,0,2,5,4,1,44,38,1
41294,51,5,12,0,3,2,4,1,50,38,1
41295,36,3,12,2,9,0,4,1,40,38,1
41296,46,3,11,2,0,0,4,0,50,38,1
41297,30,3,11,2,12,1,4,0,80,38,1
41298,38,3,9,2,9,0,4,1,50,38,1
41299,49,3,12,2,9,0,4,1,43,38,1
41300,60,3,14,4,9,2,4,1,40,38,1
41301,39,2,10,2,9,3,4,0,20,38,1
41302,34,3,9,4,9,5,4,1,50,38,1
41303,33,3,9,2,3,0,4,1,50,38,1
41304,36,3,11,2,2,0,4,1,45,38,1
41305,34,3,15,2,3,0,4,1,40,38,1
41306,49,3,9,2,3,0,1,1,40,27,1
41307,47,3,15,2,9,0,4,1,40,38,1
41308,53,3,11,2,6,0,4,1,40,38,1
41309,30,0,11,2,0,3,4,0,40,38,1
41310,44,1,10,3,7,2,2,0,38,20,1
41311,45,3,0,2,6,0,2,1,40,38,1
41312,36,3,11,2,2,0,4,1,60,38,1
41313,56,3,15,2,2,0,4,1,40,38,1
41314,49,3,8,2,2,0,4,1,40,38,1
41315,49,3,12,2,3,0,1,1,40,28,1
41316,37,2,15,2,2,0,4,1,40,38,1
41317,28,1,12,2,9,3,4,0,40,38,1
41318,53,3,15,2,0,5,4,0,49,38,1
41319,40,2,7,2,2,0,4,1,40,38,1
41320,45,3,9,2,3,0,4,1,40,38,1
41321,66,4,9,2,11,0,4,1,40,38,1
41322,39,3,9,2,9,0,4,1,55,38,1
41323,54,3,15,2,11,0,4,1,45,38,1
41324,32,3,8,2,9,3,4,0,40,38,1
41325,32,3,9,2,11,3,4,0,40,38,1
41326,51,3,15,2,3,0,4,1,45,38,1
41327,48,4,11,2,3,0,4,1,40,38,1
41328,45,3,15,2,10,0,1,1,40,38,1
41329,37,3,15,2,3,3,4,0,37,38,1
41330,46,3,12,2,9,0,4,1,50,38,1
41331,51,3,9,2,11,0,4,1,46,38,1
41332,37,5,14,2,9,0,4,1,50,38,1
41333,50,3,8,2,12,0,4,1,37,38,1
41334,33,3,15,2,2,0,4,1,40,38,1
41335,35,3,15,2,9,0,4,1,39,38,1
41336,60,2,11,2,3,0,4,1,50,38,1
41337,32,3,9,2,3,0,4,1,55,38,1
41338,56,3,2,2,12,0,2,1,40,38,1
41339,49,3,11,2,11,0,4,1,50,38,1
41340,48,3,9,2,3,0,4,1,50,38,1
41341,32,3,11,2,6,0,4,1,40,38,1
41342,40,4,9,2,9,0,4,1,44,38,1
41343,55,3,11,2,11,0,4,1,40,38,1
41344,39,3,9,2,3,0,4,1,40,38,1
41345,60,3,9,2,3,0,4,1,45,38,1
41346,60,3,11,2,2,0,4,1,40,38,1
41347,60,3,8,2,11,0,4,1,40,38,1
41348,36,3,11,2,2,0,4,1,40,38,1
41349,32,5,15,2,2,0,4,1,50,38,1
41350,36,3,15,2,6,0,4,1,40,38,1
41351,46,5,8,2,11,0,4,1,48,38,1
41352,34,3,11,2,2,0,4,1,40,38,1
41353,49,3,12,2,3,0,4,1,45,38,1
41354,45,3,7,2,3,0,4,1,50,38,1
41355,55,1,12,1,3,3,3,0,55,38,1
41356,54,3,9,2,9,0,4,1,40,38,1
41357,61,8,10,2,14,0,1,1,40,38,1
41358,35,1,10,4,9,5,3,0,60,38,1
41359,53,6,10,3,3,4,4,0,40,38,1
41360,26,3,9,2,9,0,4,1,50,38,1
41361,58,4,15,2,3,0,4,1,40,38,1
41362,28,4,13,2,3,3,4,0,45,38,1
41363,51,2,14,2,11,2,4,0,51,1,1
41364,36,3,12,2,10,0,4,1,80,38,1
41365,65,8,10,2,14,0,4,1,40,38,1
41366,36,3,7,2,0,0,4,1,40,38,1
41367,36,3,12,4,9,5,4,0,38,38,1
41368,31,3,9,2,3,0,4,1,60,38,1
41369,43,3,14,2,11,0,2,1,40,21,1
41370,57,5,14,2,10,1,3,0,35,38,1
41371,29,3,9,2,7,0,4,1,41,38,1
41372,31,3,11,2,0,3,4,0,40,40,1
41373,69,3,11,2,3,0,4,1,40,38,1
41374,48,3,9,2,10,0,4,1,45,38,1
41375,36,3,9,2,9,3,4,0,32,38,1
41376,37,3,11,2,3,0,4,1,55,38,1
41377,37,3,12,2,3,0,4,1,40,38,1
41378,38,3,12,2,3,0,4,1,60,38,1
41379,40,3,10,0,2,5,4,1,44,38,1
41380,25,3,9,2,8,0,4,1,45,38,1
41381,30,3,14,4,10,5,4,1,45,38,1
41382,73,6,10,4,10,4,4,0,20,38,1
41383,53,1,9,2,9,2,4,0,50,38,1
41384,59,3,11,2,9,0,4,1,23,38,1
41385,39,3,15,2,2,0,3,1,50,38,1
41386,41,5,9,2,9,0,4,1,40,38,1
41387,43,4,14,2,9,0,4,1,40,38,1
41388,29,3,15,2,10,0,4,1,54,38,1
41389,40,3,11,2,11,0,4,1,55,38,1
41390,55,0,9,2,9,0,4,1,40,38,1
41391,29,3,9,4,9,5,4,1,45,38,1
41392,44,3,7,2,9,0,4,1,50,38,1
41393,59,3,11,2,2,0,4,1,40,38,1
41394,33,3,9,2,9,0,4,1,40,38,1
41395,50,0,9,2,9,0,4,1,40,38,1
41396,50,3,14,2,9,0,4,1,35,38,1
41397,55,2,12,2,11,0,4,1,19,38,1
41398,30,0,11,2,0,0,4,1,40,38,1
41399,36,3,14,2,9,0,4,1,50,38,1
41400,34,3,11,2,5,0,4,1,60,38,1
41401,48,5,9,2,11,0,4,1,40,38,1
41402,27,3,9,2,11,3,4,0,40,38,1
41403,33,1,15,2,3,3,2,0,40,38,1
41404,58,3,15,2,11,0,4,1,40,38,1
41405,52,3,9,2,3,0,4,1,50,38,1
41406,45,1,11,2,13,0,4,1,40,38,1
41407,35,3,11,2,6,0,4,1,60,38,1
41408,31,3,8,2,11,0,4,1,45,38,1
41409,41,3,8,2,11,0,4,1,60,38,1
41410,51,3,9,2,9,0,4,1,38,38,1
41411,60,3,15,3,9,1,4,1,40,38,1
41412,52,4,11,2,9,0,4,1,60,38,1
41413,49,3,9,2,3,0,4,1,60,8,1
41414,41,0,12,2,3,0,4,1,60,38,1
41415,40,3,9,2,3,0,4,1,40,38,1
41416,43,3,8,2,11,2,4,0,32,38,1
41417,25,3,15,2,3,3,2,0,40,38,1
41418,34,3,14,2,10,0,4,1,55,38,1
41419,37,3,13,2,9,0,4,1,50,38,1
41420,40,3,9,2,9,0,4,1,60,38,1
41421,65,8,9,2,14,0,4,1,48,38,1
41422,34,3,15,2,9,0,4,1,50,38,1
41423,39,1,15,4,10,5,3,0,40,38,1
41424,43,3,9,2,3,0,4,1,45,38,1
41425,44,3,7,2,2,0,4,1,40,38,1
41426,32,3,9,2,9,0,4,1,50,38,1
41427,43,3,9,0,3,5,4,1,44,38,1
41428,49,3,11,2,2,0,4,1,45,38,1
41429,50,3,11,2,9,0,4,1,39,38,1
41430,46,1,14,2,9,0,2,1,40,30,1
41431,32,5,13,2,9,0,4,1,75,38,1
41432,41,3,10,2,4,0,4,1,60,20,1
41433,53,3,5,2,5,0,4,1,40,38,1
41434,32,3,9,2,3,0,4,1,50,38,1
41435,28,3,7,2,1,0,4,1,40,38,1
41436,43,1,12,2,9,0,4,1,40,38,1
41437,36,3,11,2,5,0,4,1,44,38,1
41438,36,3,11,2,2,0,4,1,40,38,1
41439,59,2,11,2,9,0,4,1,40,38,1
41440,55,3,14,2,9,0,4,1,40,38,1
41441,45,3,9,2,2,0,4,1,45,38,1
41442,48,3,15,2,0,3,4,0,40,38,1
41443,48,5,15,2,2,0,4,1,40,38,1
41444,41,3,14,2,9,0,4,1,60,38,1
41445,44,3,9,2,10,0,1,1,50,40,1
41446,39,3,11,2,2,0,4,1,40,38,1
41447,30,4,11,2,2,0,4,1,50,38,1
41448,28,3,14,2,9,0,4,1,60,38,1
41449,59,3,11,2,2,0,4,1,45,38,1
41450,51,3,7,2,2,0,4,1,45,38,1
41451,37,4,15,2,3,0,4,1,50,38,1
41452,49,3,0,2,2,0,4,1,40,38,1
41453,38,3,8,2,2,0,4,1,40,41,1
41454,61,5,9,0,8,4,4,0,40,38,1
41455,32,3,8,2,9,3,4,0,40,38,1
41456,44,3,11,2,11,0,4,1,40,38,1
41457,43,3,9,4,9,5,4,1,45,38,1
41458,25,3,15,2,0,2,2,0,56,38,1
41459,41,1,0,2,5,0,4,1,40,38,1
41460,28,3,9,2,3,3,4,0,40,38,1
41461,41,5,14,2,9,0,4,1,38,38,1
41462,50,1,12,2,9,0,4,1,40,38,1
41463,22,3,15,4,7,5,3,0,40,38,1
41464,21,3,8,4,3,5,4,1,56,38,1
41465,27,3,7,2,0,1,2,0,38,18,1
41466,27,8,12,2,14,3,4,0,40,38,1
41467,39,3,15,2,4,0,4,1,50,38,1
41468,33,3,9,2,9,0,4,1,60,38,1
41469,48,4,9,2,11,0,4,1,50,38,1
41470,33,0,14,2,3,3,2,0,40,38,1
41471,40,3,12,2,3,0,4,1,70,38,1
41472,40,3,10,2,2,3,3,0,35,38,1
41473,58,3,9,2,5,0,4,1,40,38,1
41474,39,3,9,2,3,0,4,1,40,38,1
41475,53,5,11,2,3,0,4,0,40,38,1
41476,41,3,11,1,2,1,2,1,99,32,1
41477,50,3,9,2,11,0,4,1,40,38,1
41478,31,3,15,2,2,0,4,1,55,38,1
41479,31,3,14,2,10,0,4,1,60,38,1
41480,33,0,15,2,3,3,2,0,40,38,1
41481,37,1,6,2,8,0,4,0,45,1,1
41482,42,4,14,2,9,0,4,1,50,38,1
41483,37,3,11,2,2,0,4,1,45,38,1
41484,54,3,9,2,3,0,4,1,40,38,1
41485,45,5,14,2,9,0,4,1,40,38,1
41486,45,3,9,2,3,0,4,1,53,38,1
41487,34,0,14,2,9,0,4,1,40,38,1
41488,57,5,10,0,9,3,3,1,60,38,1
41489,38,3,9,2,3,0,4,1,40,38,1
41490,40,3,12,2,9,0,4,1,40,38,1
41491,52,4,11,2,3,0,4,1,40,38,1
41492,43,4,13,2,9,0,4,1,30,38,1
41493,28,3,9,2,9,0,4,1,40,38,1
41494,42,3,11,2,0,3,4,0,40,38,1
41495,81,3,1,2,3,0,4,1,50,38,1
41496,31,3,1,0,11,4,4,0,42,38,1
41497,40,3,9,2,3,0,4,1,50,38,1
41498,38,3,15,2,2,0,4,1,52,38,1
41499,41,3,11,2,3,0,4,1,40,38,1
41500,51,4,14,2,9,0,4,1,60,38,1
41501,35,3,11,4,9,5,4,1,40,38,1
41502,48,3,12,2,9,0,4,1,40,38,1
41503,38,1,15,2,11,0,4,1,40,38,1
41504,44,3,9,2,1,1,2,0,35,29,1
41505,46,3,15,2,1,0,4,1,40,38,1
41506,30,3,11,2,2,0,4,1,40,38,1
41507,58,5,9,2,0,0,4,1,35,38,1
41508,35,4,10,2,4,0,4,1,65,38,1
41509,40,3,9,2,11,0,4,1,40,38,1
41510,42,0,12,2,3,0,4,1,40,38,1
41511,57,3,14,2,8,0,4,1,45,38,1
41512,43,6,8,2,9,2,4,0,40,38,1
41513,54,3,9,2,3,0,4,1,40,38,1
41514,40,3,9,2,11,0,4,1,50,38,1
41515,53,4,9,0,3,5,4,1,50,38,1
41516,36,3,11,2,10,0,4,1,60,38,1
41517,34,4,14,1,9,0,4,1,40,38,1
41518,51,3,15,2,3,0,4,1,45,38,1
41519,32,3,9,2,3,3,4,0,32,38,1
